id,type,action,actor_id,actor_login,repo_id,repo_name,org_id,org_login,created_at,issue_id,issue_number,issue_title,body,issue_labels.name,issue_labels.color,issue_labels.default,issue_labels.description,issue_author_id,issue_author_login,issue_author_type,issue_author_association,issue_assignee_id,issue_assignee_login,issue_assignees.login,issue_assignees.id,issue_created_at,issue_updated_at,issue_comments,issue_closed_at,issue_comment_id,issue_comment_created_at,issue_comment_updated_at,issue_comment_author_association,issue_comment_author_id,issue_comment_author_login,issue_comment_author_type,pull_commits,pull_additions,pull_deletions,pull_changed_files,pull_merged,pull_merge_commit_sha,pull_merged_at,pull_merged_by_id,pull_merged_by_login,pull_merged_by_type,pull_requested_reviewer_id,pull_requested_reviewer_login,pull_requested_reviewer_type,pull_review_comments,pull_base_ref,pull_head_repo_id,pull_head_repo_name,pull_head_ref,repo_description,repo_size,repo_stargazers_count,repo_forks_count,repo_language,repo_has_issues,repo_has_projects,repo_has_downloads,repo_has_wiki,repo_has_pages,repo_license,repo_default_branch,repo_created_at,repo_updated_at,repo_pushed_at,repo_topics.name,pull_review_state,pull_review_author_association,pull_review_id,pull_review_comment_id,pull_review_comment_path,pull_review_comment_position,pull_review_comment_author_id,pull_review_comment_author_login,pull_review_comment_author_type,pull_review_comment_author_association,pull_review_comment_created_at,pull_review_comment_updated_at,push_id,push_size,push_distinct_size,push_ref,push_head,push_commits.name,push_commits.email,push_commits.message,fork_forkee_id,fork_forkee_full_name,fork_forkee_owner_id,fork_forkee_owner_login,fork_forkee_owner_type,delete_ref,delete_ref_type,delete_pusher_type,create_ref,create_ref_type,create_master_branch,create_description,create_pusher_type,gollum_pages.page_name,gollum_pages.title,gollum_pages.action,member_id,member_login,member_type,release_id,release_tag_name,release_target_commitish,release_name,release_draft,release_author_id,release_author_login,release_author_type,release_prerelease,release_created_at,release_published_at,release_body,release_assets.name,release_assets.uploader_login,release_assets.uploader_id,release_assets.content_type,release_assets.state,release_assets.size,release_assets.download_count,commit_comment_id,commit_comment_author_id,commit_comment_author_login,commit_comment_author_type,commit_comment_author_association,commit_comment_path,commit_comment_position,commit_comment_line,commit_comment_sha,commit_comment_created_at,commit_comment_updated_at
2499632692,IssueCommentEvent,created,910495,benheb,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-08 03:05:01,53698556,4769,Versioning while mulitple people edit simultaneously,"@novaugust awesome! I see it went from backlog to next then back to backlog, is it in the pipeline for soonish? Or down the road aways... ",[],[],[],[],910495,benheb,User,COLLABORATOR,0,,[],[],2015-01-07 23:58:10,2015-01-08 03:05:00,2,2015-01-08 03:02:10,69129742,2015-01-08 03:05:00,2015-01-08 03:05:00,COLLABORATOR,910495,benheb,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499638736,IssueCommentEvent,created,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 03:10:56,51626397,1622,Cannot use Arrow keys to select option in a drop down,"If this is something that's not allowed by webdriver, we should be able to link to a bug though - I'm still curious if/why this doesn't work.",[needs: investigation],[207de5],[0],[],5264862,philipbeadle,User,COLLABORATOR,4841675,sjelin,[],[],2014-12-10 23:35:36,2015-01-08 03:10:56,7,2015-01-07 22:14:30,69130134,2015-01-08 03:10:56,2015-01-08 03:10:56,COLLABORATOR,2081709,juliemr,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499645314,IssueCommentEvent,created,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 03:17:14,53686939,1697,fix(element): Improve error reporting,"I prefer the error the way it is now - special casing for when there's 0 elements seems odd here. The current error tells you exactly what the problem is, and lets you know that you're dealing with a (potential) list of elements.",[cla: yes],[c7def8],[0],[],9139369,isaaclyman,User,COLLABORATOR,0,,[],[],2015-01-07 21:51:33,2015-01-08 03:17:13,6,,69130555,2015-01-08 03:17:13,2015-01-08 03:17:13,COLLABORATOR,2081709,juliemr,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499646453,IssueCommentEvent,created,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 03:18:18,53686939,1697,fix(element): Improve error reporting,What about if we just edit the error message to always include information about the locator?,[cla: yes],[c7def8],[0],[],9139369,isaaclyman,User,COLLABORATOR,0,,[],[],2015-01-07 21:51:33,2015-01-08 03:18:18,7,,69130619,2015-01-08 03:18:18,2015-01-08 03:18:18,COLLABORATOR,2081709,juliemr,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499648626,IssueCommentEvent,created,1207005,novaugust,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-08 03:20:22,53698556,4769,Versioning while mulitple people edit simultaneously,"@benheb Anything in the backlog is pretty much undateable, or ""down the road aways"" as you say ;)  There's quite a bit ahead of it in ""Next"", and I think that there's a few other pieces in the backlog that are likely to get moved up before revisions do, though that's completely me speculating",[],[],[],[],910495,benheb,User,COLLABORATOR,0,,[],[],2015-01-07 23:58:10,2015-01-08 03:20:21,3,2015-01-08 03:02:10,69130725,2015-01-08 03:20:21,2015-01-08 03:20:21,COLLABORATOR,1207005,novaugust,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499665437,PullRequestEvent,opened,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 03:37:02,27005746,1699,feat(webdriver): version bumps for chromedriver and supported browsers,"Chromedriver to 2.13.
CI browser version bumps for Chrome 39 and Firefox 34.",[],[],[],[],2081709,juliemr,User,COLLABORATOR,0,,[],[],2015-01-08 03:37:01,2015-01-08 03:37:01,0,,0,,,COLLABORATOR,0,,Bot,1,7,8,3,0,,,0,,Bot,0,,Bot,0,master,16957710,juliemr/protractor,1.6,E2E test framework for Angular apps,9836,3075,581,JavaScript,1,0,1,1,1,,master,2013-01-16 04:30:53,2015-01-08 00:14:51,2015-01-07 22:55:29,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499693323,PullRequestEvent,closed,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 04:06:42,27005746,1699,feat(webdriver): version bumps for chromedriver and supported browsers,"Chromedriver to 2.13.
CI browser version bumps for Chrome 39 and Firefox 34.",[],[],[],[],2081709,juliemr,User,COLLABORATOR,0,,[],[],2015-01-08 03:37:01,2015-01-08 04:06:42,0,2015-01-08 04:06:42,0,,,COLLABORATOR,0,,Bot,1,8,8,3,1,60f3dd6b974780bcc368cfa0fa18a970b40f68df,2015-01-08 04:06:42,2081709,juliemr,User,0,,Bot,0,master,16957710,juliemr/protractor,1.6,E2E test framework for Angular apps,9836,3075,581,JavaScript,1,0,1,1,1,,master,2013-01-16 04:30:53,2015-01-08 04:06:42,2015-01-08 04:06:42,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499694964,IssuesEvent,opened,3655670,Trendy,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-08 04:08:31,53712700,4770,Gravatar profile images breaks when Gravatar image rating is greater than "G","I recently changed my Gravatar to a picture of me holding a beer, and rated it as ""PG"". After doing so, my profile picture in my Ghost blog began to appear as a broken image. 

![screen shot 2015-01-07 at 11 07 22 pm](https://cloud.githubusercontent.com/assets/3655670/5657748/fd824c40-96c1-11e4-9e94-f18b4d24400a.png)

**Issue**
If a user is using their Gravatar for a profile image and they switch the image to one with a rating greater than ""G"", their profile image in Ghost will now be a broken image.

**Steps to reproduce**
* Create a new user account using an email address that has a Gravatar associated with it (rating of ""G"")
* Visit http://www.gravatar.com and change your Gravatar rating to ""PG""
* Visit your Ghost blog and look anywhere the profile picture should appear (login as the user, etc)

**Separate note**
If you attempt to create a user account and your Gravatar is already rated above ""G"", no profile picture is set (because the current implementation returns a 404 for anything above ""G"").

**Suggestions on a fix?**
I've found where the issue occurs, but need some guidance as to how to proceed with a fix.

I could make a simple change to increase the acceptable rating for Gravatars (to which level would be up for discussion), or just fix the broken images when a user happens to switch to a Gravatar that is not rated ""G"".

",[],[],[],[],3655670,Trendy,User,COLLABORATOR,0,,[],[],2015-01-08 04:08:30,2015-01-08 04:08:30,0,,0,,,COLLABORATOR,0,,Bot,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499702500,IssueCommentEvent,created,148561,esatterwhite,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-08 04:16:54,53068804,4731,[Feature Request] Should be possible to init Ghost with a config object,"I would have to second this PR. The very first thing I tried to do was require ghost and pass it configuration options collected from the rest of my app. 

It wouldn't be much of an mess to take options at start up. The problem looks to stem from [here](https://github.com/TryGhost/Ghost/blob/master/core/server/config/index.js#L404). The config handler exports a singleton and it will only read from a hard coded path for testing. 

This could be made pretty flexible with out a lot of code with something like [nconf](https://www.npmjs.com/package/nconf) or [confit](https://www.npmjs.com/package/confit). 

This would make multi-tier config pretty straight forward and make ghost as a module really simple to set up and run.

This is how we [use nconf in our production apps](https://gist.github.com/esatterwhite/14e4361d0d49865ce3d2) 

minus all of the documentation in there, this is less than 100 lines of code.

This conf module checks for:
1. System level overrides
2. Command line arguments
3. Environment variables
4. A configuration file(s)
5. System specified defaults

This could easily be extended to key off of NODE_ENV and read config.<ENV>.json, etc if that is your cup of tea. And this would really be a matter of changing `config.foo` to `+config.get('foo')`

Doing something like this would free developers to set up, deploy and configure ghost how ever they wanted. It would also mean that I don't have to keep massive config files with sensitive authentication information in source control.",[],[],[],[],123503,coen-hyde,User,COLLABORATOR,0,,[],[],2014-12-29 20:23:06,2015-01-08 04:16:53,4,,69133882,2015-01-08 04:16:53,2015-01-08 04:16:53,COLLABORATOR,148561,esatterwhite,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499703893,IssueCommentEvent,created,5384588,googlebot,7639232,angular/protractor,139426,angular,2015-01-08 04:18:25,53713162,1700,Minor typos,"Thanks for your pull request.

It looks like this may be your first contribution to a Google open source project, in which case you'll need to sign a Contributor License Agreement (CLA) at <https://cla.developers.google.com/>.

If you've already signed a CLA, it's possible we don't have your GitHub username or you're using a different email address.  Check the [information on your CLA](https://cla.developers.google.com/clas) or see this help article on [setting the email on your git commits](https://help.github.com/articles/setting-your-email-in-git/).

Once you've done that, please reply here to let us know.  If you signed the CLA as a corporation, please let us know the company's name.

<!-- need_sender_cla -->",[],[],[],[],1291983,alecxe,User,COLLABORATOR,0,,[],[],2015-01-08 04:18:24,2015-01-08 04:18:25,1,,69133975,2015-01-08 04:18:25,2015-01-08 04:18:25,COLLABORATOR,5384588,googlebot,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499706416,IssueCommentEvent,created,1291983,alecxe,7639232,angular/protractor,139426,angular,2015-01-08 04:21:14,53713162,1700,Minor typos,"FYI, signed CLA.",[cla: no],[fad8c7],[0],[],1291983,alecxe,User,COLLABORATOR,0,,[],[],2015-01-08 04:18:24,2015-01-08 04:21:13,2,,69134151,2015-01-08 04:21:13,2015-01-08 04:21:13,COLLABORATOR,1291983,alecxe,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499706435,IssueCommentEvent,created,5384588,googlebot,7639232,angular/protractor,139426,angular,2015-01-08 04:21:15,53713162,1700,Minor typos,"CLAs look good, thanks!

<!-- ok -->",[],[],[],[],1291983,alecxe,User,COLLABORATOR,0,,[],[],2015-01-08 04:18:24,2015-01-08 04:21:15,3,,69134153,2015-01-08 04:21:15,2015-01-08 04:21:15,COLLABORATOR,5384588,googlebot,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499708267,IssuesEvent,opened,1095042,flowersinthesand,1451352,mochajs/mocha,8770005,mochajs,2015-01-08 04:23:24,53713374,1496,Mocha.run throws a TypeError if callback is not provided,"To reproduce the issue, install Mocha 2.1.0 and run this script on Node console.
```javascript
var Mocha = require(""mocha"");
var mocha = new Mocha();
mocha.addFile(""./test.js"");
mocha.run();
```

Here is `test.js`
```javascript
it(""nothing"", function() {});
```

Then, I get:
```
Donghwan@DONGHWAN ~/Documents/GitHub/vibe-javascript-client (master)
$ node test-runner


  √ nothing

  1 passing (7ms)


c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\mocha.js:414
          fn(failures);
          ^
TypeError: undefined is not a function
    at done (c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\mocha.js:414:11)
    at Runner.<anonymous> (c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\runner.js:590:5)
    at Runner.emit (events.js:117:20)
    at c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\runner.js:597:10
    at c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\runner.js:518:7
    at next (c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\runner.js:248:23)
    at Object._onImmediate (c:\Users\Donghwan\Documents\GitHub\vibe-javascript-client\node_modules\mocha\lib\runner.js:276:5)
    at processImmediate [as _immediateCallback] (timers.js:345:15)
```

2.0.1 works fine. As the [wiki page](https://github.com/mochajs/mocha/wiki/Using-mocha-programmatically) shows use of `mocha.run()`, I think it's a regression in 2.1.0. A workaround is [to pass an empty callback](https://github.com/vibe-project/vibe-javascript-client/commit/058f9d5020306cf2800e9f2862b4a773637483c5).

It looks like that https://github.com/mochajs/mocha/commit/30582e646d579ce67ef4229922651da498e79a80 is the cause. Before executing `fn(failures);`, it should check if `fn` is available.",[],[],[],[],1095042,flowersinthesand,User,COLLABORATOR,0,,[],[],2015-01-08 04:23:24,2015-01-08 04:23:24,0,,0,,,COLLABORATOR,0,,Bot,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499743003,IssuesEvent,opened,2081709,juliemr,7639232,angular/protractor,139426,angular,2015-01-08 05:04:22,53715088,1701,Note: jasmine2 does not yet support per-spec timeouts,"In Jasmine 1.3, you can do:

```js
it('does stuff', function() {
  ...
}, 100);
```
To specify a timeout of 100 ms.

Jasmine2 has added this feature in master (https://github.com/jasmine/jasmine/commit/a4faa80be464b1054293ac3179eb21b2ccc8c472) but it is NOT YET released in version 2.1.1.

This causes `npm test` to fail for Protractor's own test because our timeout suite (expected to fail) instead passes.

TODO - close this issue when a new version of Jasmine is released.",[type: cleanup],[fbca04],[0],[],2081709,juliemr,User,COLLABORATOR,0,,[],[],2015-01-08 05:04:22,2015-01-08 05:04:22,0,,0,,,COLLABORATOR,0,,Bot,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499772126,IssueCommentEvent,created,785166,callmevlad,1451352,mochajs/mocha,8770005,mochajs,2015-01-08 05:37:06,21333751,1012,Browser version should retain current query string,I believe this is already fixed - do not see this behavior in the default html reporter any longer.,[],[],[],[],826553,gustavohenke,User,COLLABORATOR,0,,[],[],2013-10-21 18:20:48,2015-01-08 05:37:04,1,,69138299,2015-01-08 05:37:04,2015-01-08 05:37:04,COLLABORATOR,785166,callmevlad,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499794987,IssueCommentEvent,created,10444276,anandalex,7639232,angular/protractor,139426,angular,2015-01-08 06:00:00,35107534,909,"If protractor runs tests synchronously, why do we need to use waitForAngular()?","@juliemr 

I tried following ways

    passing number of arguments via command array and executing in shell.write method

    var command = [java -jar xxx.jar, xxxuser, xxxpass];

    return shell.promise.then(function (shell) {
              return {
                output: output.promise,
                error: error.promise,

                sendMultipleCommand: function (command) {
                  for (var i = 0; i < command.length; i++) {
                   console.log(command[i] + '\n');
                   shell.write(command[i] + '\n');
                  }
                }
              };
            });

    executing commands with space

    var command = java -jar xxx.jar xxxuser xxxpass;

It is not executing as expected, browser and protractor are stuck.

By manual (the same way need to execute via script)

java -jar xxx.jar
enter username: xxxuser
enter password: xxxpass

Problem seems jar file take some time to execute, but all other commands are executed before the execution of Jar file

Thanks in advance, help me to solve this issue
",[type: question],[f7c6c7],[0],[],3503982,SowmyaCVBS,User,COLLABORATOR,0,,[],[],2014-06-05 23:30:39,2015-01-08 05:59:59,7,2014-06-06 18:32:32,69139697,2015-01-08 05:59:59,2015-01-08 05:59:59,COLLABORATOR,10444276,anandalex,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499813288,IssueCommentEvent,created,5264862,philipbeadle,7639232,angular/protractor,139426,angular,2015-01-08 06:19:25,51626397,1622,Cannot use Arrow keys to select option in a drop down,"That's no good though. I want to use the arrow keys to prove the page is accessible. 

Sent from my iPhone

> On 8 Jan 2015, at 9:13 am, Hank Duan <notifications@github.com> wrote:
> 
> Hi @philipbeadle
> 
> You can use one of the two ways to select an option:
> 
>     var options = element(by.id('frequencySalary'));
>     options.sendKeys('Monthly')
> or
> 
>     var optionsElements = element(by.id('frequencySalary')).all(by.tagName('option'));
>     optionsElements.count().then(function(count) {console.log('I have ' + count + ' options')});
>     optionsElements.get(1).click(); // click on 2nd option
> I am trying to automate the page with just keys to prove the page is accessible and also to test that it works for power users who prefer keyboard to mouse so click etc will not suffice.
> It's a bad idea to test the chore browser's behavior as it's not your logic, i.e. you should not need to test that arrow keys work with options since that's something your browser implements.
> 
> —
> Reply to this email directly or view it on GitHub.
> 
",[needs: investigation],[207de5],[0],[],5264862,philipbeadle,User,COLLABORATOR,4841675,sjelin,[],[],2014-12-10 23:35:36,2015-01-08 06:19:24,8,2015-01-07 22:14:30,69140780,2015-01-08 06:19:24,2015-01-08 06:19:24,COLLABORATOR,5264862,philipbeadle,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2499819414,IssueCommentEvent,created,919243,cptdanko,2056312,niklasvh/html2canvas,0,,2015-01-08 06:25:58,52575698,491,html2canvas is not working in firfox,"I had a problem with Firefox too and I solved it using a simple timeout. I wrote a blog post about it, you can see it in that link,

http://captaindanko.blogspot.com.au/2015/01/capturing-screenshot-of-page-from-your.html

I had also posted a question on Stackoverflow but didn't quite get the answer I was looking for.
http://stackoverflow.com/questions/26604942/cant-draw-the-contents-of-a-div-onto-a-canvas-using-html2canvas-without-a-timeou?noredirect=1#comment41855926_26604942",[],[],[],[],10255361,shankarwiz,User,COLLABORATOR,0,,[],[],2014-12-20 20:31:28,2015-01-08 06:25:58,5,,69141120,2015-01-08 06:25:58,2015-01-08 06:25:58,COLLABORATOR,919243,cptdanko,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2500169310,IssueCommentEvent,created,25395,mourner,13301038,Turfjs/turf,7736769,Turfjs,2015-01-08 10:38:55,52708115,169,Classes + .d.ts,"@tmcw btw, I'd love to see a hey post on your docs research and comparison of different approaches.",[],[],[],[],32314,tmcw,User,COLLABORATOR,0,,[],[],2014-12-23 02:09:28,2015-01-08 10:38:54,2,,69162708,2015-01-08 10:38:54,2015-01-08 10:38:54,COLLABORATOR,25395,mourner,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2500242132,IssueCommentEvent,created,457793,kadinho,2055965,swagger-api/swagger-ui,7658037,swagger-api,2015-01-08 11:22:07,52951884,793,How to specify default json value in swagger php documentation?,I have the same problem... also try many approachs without success including  single quotes...,[],[],[],[],725347,prady00,User,COLLABORATOR,0,,[],[],2014-12-27 08:29:52,2015-01-08 11:22:07,5,2014-12-29 15:19:25,69166968,2015-01-08 11:22:07,2015-01-08 11:22:07,COLLABORATOR,457793,kadinho,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2500246633,IssueCommentEvent,created,532073,jmpatricio,2055965,swagger-api/swagger-ui,7658037,swagger-api,2015-01-08 11:25:04,52951884,793,How to specify default json value in swagger php documentation?,Here is the same problem. ,[],[],[],[],725347,prady00,User,COLLABORATOR,0,,[],[],2014-12-27 08:29:52,2015-01-08 11:25:03,6,2014-12-29 15:19:25,69167275,2015-01-08 11:25:03,2015-01-08 11:25:03,COLLABORATOR,532073,jmpatricio,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
